"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Dominican Republic","DOM","2016","47.617",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Dominican Republic","DOM","2015","48.274",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Dominican Republic","DOM","2014","46.670",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Dominican Republic","DOM","2013","46.589",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Dominican Republic","DOM","2012","57.969",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Dominican Republic","DOM","2011","51.831",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Dominican Republic","DOM","2010","46.200",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Dominican Republic","DOM","2009","45.367",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Dominican Republic","DOM","2008","37.514",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Dominican Republic","DOM","2007","38.578",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Dominican Republic","DOM","2006","45.003",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Dominican Republic","DOM","2005","45.094",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Dominican Republic","DOM","2004","40.334",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Dominican Republic","DOM","2003","39.047",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Dominican Republic","DOM","2002","31.499",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Dominican Republic","DOM","2001","40.028",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Dominican Republic","DOM","2000","36.937",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ecuador","ECU","2023","42.374",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ecuador","ECU","2022","39.894",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ecuador","ECU","2021","37.618",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ecuador","ECU","2020","39.445",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ecuador","ECU","2019","37.270",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ecuador","ECU","2018","35.535",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ecuador","ECU","2017","35.312",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ecuador","ECU","2016","34.018",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ecuador","ECU","2015","33.507",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ecuador","ECU","2014","35.696",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ecuador","ECU","2013","34.571",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ecuador","ECU","2012","43.235",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ecuador","ECU","2011","43.856",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ecuador","ECU","2010","33.553",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ecuador","ECU","2009","32.678",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ecuador","ECU","2008","33.602",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ecuador","ECU","2007","40.105",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ecuador","ECU","2006","30.184",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ecuador","ECU","2005","33.673",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ecuador","ECU","2004","32.922",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ecuador","ECU","2003","34.415",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Egypt, Arab Rep.","EGY","2023","21.135",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Egypt, Arab Rep.","EGY","2022","22.159",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Egypt, Arab Rep.","EGY","2021","20.474",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Egypt, Arab Rep.","EGY","2020","20.706",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Egypt, Arab Rep.","EGY","2019","7.090",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Egypt, Arab Rep.","EGY","2018","7.354",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Egypt, Arab Rep.","EGY","2017","6.365",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Egypt, Arab Rep.","EGY","2016","7.106",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Egypt, Arab Rep.","EGY","2015","6.415",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Egypt, Arab Rep.","EGY","2013","7.124",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Egypt, Arab Rep.","EGY","2012","9.729",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Egypt, Arab Rep.","EGY","2011","13.514",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Egypt, Arab Rep.","EGY","2010","13.876",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Egypt, Arab Rep.","EGY","2009","13.996",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","El Salvador","SLV","2023","39.012",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","El Salvador","SLV","2022","42.733",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","El Salvador","SLV","2021","40.459",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","El Salvador","SLV","2020","48.820",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","El Salvador","SLV","2019","43.128",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","El Salvador","SLV","2018","35.737",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","El Salvador","SLV","2017","32.647",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","El Salvador","SLV","2016","34.077",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","El Salvador","SLV","2015","40.671",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","El Salvador","SLV","2014","35.580",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","El Salvador","SLV","2013","42.691",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","El Salvador","SLV","2012","55.833",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","El Salvador","SLV","2011","42.935",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","El Salvador","SLV","2010","37.641",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Estonia","EST","2022","38.275",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Estonia","EST","2021","39.832",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Estonia","EST","2020","35.872",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Estonia","EST","2019","35.499",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Estonia","EST","2018","33.496",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Estonia","EST","2017","34.728",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Estonia","EST","2016","31.779",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Estonia","EST","2015","28.138",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Estonia","EST","2014","30.845",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Estonia","EST","2013","32.810",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Estonia","EST","2012","31.624",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Estonia","EST","2011","34.634",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Estonia","EST","2010","38.373",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Estonia","EST","2009","34.339",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Estonia","EST","2008","36.596",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Estonia","EST","2007","34.910",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Estonia","EST","2006","39.628",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Estonia","EST","2005","41.037",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Estonia","EST","2004","41.232",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Estonia","EST","2003","34.797",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Estonia","EST","2002","37.169",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Estonia","EST","2001","38.170",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Estonia","EST","2000","34.826",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Eswatini","SWZ","2021","41.672",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Eswatini","SWZ","2016","54.640",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ethiopia","ETH","2021","27.000",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ethiopia","ETH","2013","21.082",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ethiopia","ETH","2005","15.074",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Fiji","FJI","2016","38.583",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Fiji","FJI","2011","30.713",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Finland","FIN","2022","36.946",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Finland","FIN","2021","35.615",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Finland","FIN","2020","40.816",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Finland","FIN","2019","33.366",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Finland","FIN","2018","30.958",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Finland","FIN","2017","33.055",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Finland","FIN","2016","30.679",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Finland","FIN","2015","37.205",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Finland","FIN","2014","33.314",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Finland","FIN","2013","31.265",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Finland","FIN","2012","30.566",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Finland","FIN","2011","32.012",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Finland","FIN","2010","32.746",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Finland","FIN","2009","35.424",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Finland","FIN","2008","32.360",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Finland","FIN","2007","32.064",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Finland","FIN","2006","33.607",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Finland","FIN","2005","32.820",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Finland","FIN","2004","30.679",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Finland","FIN","2003","30.932",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Finland","FIN","2002","30.226",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Finland","FIN","2001","29.740",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Finland","FIN","2000","27.552",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","France","FRA","2023","38.716",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","France","FRA","2022","39.346",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","France","FRA","2021","36.783",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","France","FRA","2020","34.946",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","France","FRA","2019","34.296",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","France","FRA","2018","34.381",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","France","FRA","2017","32.639",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","France","FRA","2016","31.073",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","France","FRA","2015","30.934",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","France","FRA","2014","32.028",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","France","FRA","2013","35.583",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","France","FRA","2012","39.205",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","France","FRA","2011","39.128",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","France","FRA","2010","38.588",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","France","FRA","2009","37.369",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","France","FRA","2008","36.787",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","France","FRA","2007","36.459",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","France","FRA","2006","37.009",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","France","FRA","2005","36.365",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","France","FRA","2004","33.060",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","France","FRA","2003","32.534",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","France","FRA","2002","34.482",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","France","FRA","2001","32.552",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","France","FRA","2000","31.654",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Gambia, The","GMB","2023","31.368",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Gambia, The","GMB","2012","32.664",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Georgia","GEO","2020","33.763",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Georgia","GEO","2019","36.652",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Georgia","GEO","2018","35.683",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Georgia","GEO","2017","31.992",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Georgia","GEO","2016","44.175",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Georgia","GEO","2015","38.785",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Georgia","GEO","2014","33.755",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Georgia","GEO","2013","32.751",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Georgia","GEO","2012","31.007",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Georgia","GEO","2011","33.525",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Georgia","GEO","2010","29.767",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Georgia","GEO","2009","29.987",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Germany","DEU","2022","26.542",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Germany","DEU","2021","27.498",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Germany","DEU","2020","27.108",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Germany","DEU","2019","28.742",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Germany","DEU","2018","28.344",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Germany","DEU","2017","28.107",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Germany","DEU","2016","28.429",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Germany","DEU","2015","27.630",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Germany","DEU","2014","27.661",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Germany","DEU","2013","27.575",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Germany","DEU","2012","27.349",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Germany","DEU","2011","24.769",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Germany","DEU","2010","26.154",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Germany","DEU","2009","25.455",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Germany","DEU","2008","27.068",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Germany","DEU","2007","23.293",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Germany","DEU","2006","24.013",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Germany","DEU","2005","23.523",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Germany","DEU","2004","22.764",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Germany","DEU","2003","23.060",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Germany","DEU","2002","21.990",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Germany","DEU","2001","20.590",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Germany","DEU","2000","20.664",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ghana","GHA","2017","26.564",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ghana","GHA","2015","33.112",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ghana","GHA","2013","26.674",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ghana","GHA","2006","11.609",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Greece","GRC","2023","31.359",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Greece","GRC","2022","33.735",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Greece","GRC","2021","29.441",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Greece","GRC","2020","28.441",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Greece","GRC","2019","30.540",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Greece","GRC","2018","30.402",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Greece","GRC","2017","29.885",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Greece","GRC","2016","24.698",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Greece","GRC","2015","24.759",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Greece","GRC","2014","27.753",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Greece","GRC","2013","25.656",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Greece","GRC","2012","22.173",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Greece","GRC","2011","22.080",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Greece","GRC","2010","29.849",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Greece","GRC","2009","29.795",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Greece","GRC","2008","28.300",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Greece","GRC","2007","28.027",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Greece","GRC","2006","26.662",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Greece","GRC","2005","23.688",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Greece","GRC","2004","22.901",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Greece","GRC","2003","21.157",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Greece","GRC","2002","17.734",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Greece","GRC","2001","19.770",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Greece","GRC","2000","20.712",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Grenada","GRD","2023","43.264",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Grenada","GRD","2021","29.898",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Grenada","GRD","2020","34.233",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Grenada","GRD","2019","34.395",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Grenada","GRD","2018","51.055",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Guatemala","GTM","2023","42.854",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Guatemala","GTM","2022","37.642",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Guatemala","GTM","2021","48.030",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Guatemala","GTM","2019","39.358",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Guatemala","GTM","2018","37.789",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Guatemala","GTM","2017","34.497",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Guatemala","GTM","2016","39.173",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Guatemala","GTM","2015","34.627",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Guatemala","GTM","2014","35.438",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Guatemala","GTM","2013","29.405",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Guatemala","GTM","2012","35.571",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Guatemala","GTM","2011","60.726",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Guatemala","GTM","2010","33.151",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Guatemala","GTM","2006","32.622",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Guatemala","GTM","2004","46.556",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Guatemala","GTM","2003","25.519",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Guatemala","GTM","2002","23.928",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Guinea-Bissau","GNB","2022","25.578",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Guinea-Bissau","GNB","2018","34.746",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Guyana","GUY","2019","45.868",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Guyana","GUY","2018","38.473",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Honduras","HND","2023","41.431",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Honduras","HND","2022","27.906",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Honduras","HND","2020","39.664",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Honduras","HND","2019","47.470",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Honduras","HND","2018","47.107",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Honduras","HND","2017","41.044",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Honduras","HND","2016","41.081",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Honduras","HND","2015","42.386",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Honduras","HND","2014","42.324",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Honduras","HND","2013","36.213",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Honduras","HND","2012","35.894",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Honduras","HND","2011","31.563",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Honduras","HND","2010","35.542",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Honduras","HND","2009","34.249",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Honduras","HND","2008","33.317",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Honduras","HND","2007","33.766",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Honduras","HND","2006","33.831",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Honduras","HND","2005","33.152",""
