"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Grenada","GRD","2019","62.207","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Grenada","GRD","2018","57.864","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Guatemala","GTM","2023","86.447","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Guatemala","GTM","2022","80.464","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Guatemala","GTM","2021","83.568","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Guatemala","GTM","2019","80.961","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Guatemala","GTM","2018","82.331","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Guatemala","GTM","2017","82.456","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Guatemala","GTM","2016","80.400","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Guatemala","GTM","2015","80.441","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Guatemala","GTM","2014","79.427","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Guatemala","GTM","2013","76.844","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Guatemala","GTM","2012","84.479","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Guatemala","GTM","2011","80.534","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Guatemala","GTM","2010","79.832","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Guatemala","GTM","2006","83.131","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Guatemala","GTM","2004","83.799","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Guatemala","GTM","2003","83.614","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Guatemala","GTM","2002","85.116","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Guinea","GIN","2019","49.304","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Guinea","GIN","2002","37.382","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Guinea-Bissau","GNB","2022","65.876","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Guinea-Bissau","GNB","2019","65.961","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Guinea-Bissau","GNB","2018","68.424","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Guyana","GUY","2019","69.640","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Guyana","GUY","2018","73.118","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Haiti","HTI","2012","65.876","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Honduras","HND","2023","76.240","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Honduras","HND","2022","78.436","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Honduras","HND","2021","79.420","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Honduras","HND","2019","84.697","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Honduras","HND","2018","84.205","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Honduras","HND","2017","83.658","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Honduras","HND","2016","82.345","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Honduras","HND","2015","82.577","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Honduras","HND","2014","83.607","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Honduras","HND","2013","82.140","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Honduras","HND","2012","77.374","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Honduras","HND","2011","78.422","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Honduras","HND","2010","79.478","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Honduras","HND","2009","80.253","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Honduras","HND","2008","79.460","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Honduras","HND","2007","78.336","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Honduras","HND","2006","79.312","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Honduras","HND","2005","79.187","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hong Kong SAR, China","HKG","2023","45.260","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hong Kong SAR, China","HKG","2022","46.591","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hong Kong SAR, China","HKG","2021","47.620","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hong Kong SAR, China","HKG","2020","49.512","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hong Kong SAR, China","HKG","2019","51.088","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hong Kong SAR, China","HKG","2018","52.912","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hong Kong SAR, China","HKG","2017","52.958","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hong Kong SAR, China","HKG","2016","53.824","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hong Kong SAR, China","HKG","2015","54.072","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hong Kong SAR, China","HKG","2014","55.711","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hong Kong SAR, China","HKG","2013","56.719","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hong Kong SAR, China","HKG","2012","55.839","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hong Kong SAR, China","HKG","2011","55.866","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hong Kong SAR, China","HKG","2010","56.797","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hong Kong SAR, China","HKG","2009","61.590","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","2023","43.431","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","2022","39.654","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","2021","39.950","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","2020","38.225","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","2019","38.478","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","2018","38.411","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","2017","37.223","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","2016","36.730","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","2015","34.943","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","2014","31.767","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","2013","33.957","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","2012","33.181","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","2011","31.732","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","2010","31.146","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","2009","30.289","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","2008","30.725","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","2007","30.086","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","2006","29.893","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","2005","29.725","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","2004","28.678","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","2003","29.846","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","2002","29.376","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","2001","30.366","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","2000","31.182","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","1999","31.222","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","1998","31.564","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Hungary","HUN","1997","32.184","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","2023","76.163","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","2022","73.910","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","2021","69.301","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","2020","74.457","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","2019","76.054","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","2018","78.056","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","2017","78.148","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","2016","81.173","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","2015","80.345","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","2014","79.543","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","2013","77.760","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","2012","76.361","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","2011","77.377","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","2010","79.104","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","2009","79.016","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","2008","83.023","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","2007","84.034","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","2006","83.620","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","2005","81.964","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","2004","83.399","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","2003","84.882","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","2002","80.893","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","2001","85.139","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","2000","84.060","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iceland","ISL","1999","80.720","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","India","IND","2023","76.663","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","India","IND","2022","75.812","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","India","IND","2021","75.862","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","India","IND","2020","74.603","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","India","IND","2019","74.541","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","India","IND","2018","74.009","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","India","IND","2012","76.321","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","India","IND","2010","78.038","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","India","IND","2005","79.984","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","India","IND","2000","78.425","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","India","IND","1994","78.311","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","2023","78.464","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","2022","77.779","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","2021","76.721","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","2020","78.252","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","2019","78.754","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","2018","78.216","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","2017","77.165","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","2016","77.581","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","2015","78.672","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","2014","78.996","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","2013","79.258","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","2012","80.215","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","2011","79.672","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","2010","79.072","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","2009","79.790","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","2008","80.600","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","2007","82.012","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","2006","80.912","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","2005","81.237","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","2004","83.823","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","2003","83.619","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","2002","82.217","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","2001","84.368","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","2000","81.965","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","1999","81.365","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","1998","80.471","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","1997","80.392","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","1996","81.149","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","1994","81.351","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","1993","79.623","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","1992","79.923","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","1991","80.290","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Indonesia","IDN","1990","79.479","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iran, Islamic Rep.","IRN","2022","72.939","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iran, Islamic Rep.","IRN","2021","73.504","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iran, Islamic Rep.","IRN","2020","73.893","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iran, Islamic Rep.","IRN","2019","76.289","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iran, Islamic Rep.","IRN","2018","76.549","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iran, Islamic Rep.","IRN","2016","76.758","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iran, Islamic Rep.","IRN","2015","77.923","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iran, Islamic Rep.","IRN","2014","78.178","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iran, Islamic Rep.","IRN","2013","79.291","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iran, Islamic Rep.","IRN","2012","78.513","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iran, Islamic Rep.","IRN","2011","78.949","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iran, Islamic Rep.","IRN","2010","80.120","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iran, Islamic Rep.","IRN","2009","80.856","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iran, Islamic Rep.","IRN","2008","80.160","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iran, Islamic Rep.","IRN","2007","82.156","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iran, Islamic Rep.","IRN","2006","82.669","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iran, Islamic Rep.","IRN","2005","82.701","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iraq","IRQ","2021","51.680","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iraq","IRQ","2012","66.635","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Iraq","IRQ","2007","84.610","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","2023","39.264","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","2022","38.330","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","2021","40.534","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","2020","37.912","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","2019","40.050","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","2018","40.465","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","2017","41.604","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","2016","44.334","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","2015","44.589","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","2014","44.887","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","2013","46.680","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","2012","47.318","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","2011","48.463","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","2010","50.138","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","2009","52.314","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","2008","56.953","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","2007","59.388","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","2006","56.179","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","2005","56.212","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","2004","55.979","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","2003","55.521","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","2002","56.154","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","2001","66.385","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","2000","63.776","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","1999","67.475","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","1997","59.104","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","1996","59.380","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","1995","59.211","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","1994","60.750","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","1993","60.740","Basic, male"
"Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","Ireland","IRL","1992","62.207","Basic, male"
